PROJECT_DEV,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,MATERIAL CODE,MATERIAL NAME,NO,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,DELIVER QTY,UOM.1,UNIT PRICE DO,DELIVERED,TO BE DELIVER QTY,INVOICED QTY,UOM.2,UNIT PRICE INVOICE,TOTAL PRICE BILLING,TO BE INVOICED,PO date,Req.dlv.dt,Duration (in days),Status
M9-24005,M9-24005.9000000422,1200000331,10/4/2024,28.03/VII/MF-UGM/202,40005,FGBJIG501P6120201,JIG LEFT DUCT 1,10,1,PC,6973337,6973337,1,,6973337,6973337,0,0,,6973337,0,1,28.08.2024,12.10.2024,45,Complete
M9-24005,M9-24005.9000000422,1200000331,10/4/2024,28.03/VII/MF-UGM/202,40005,FGBJIG501P6120202,JIG LEFT DUCT 2,20,1,PC,6973337,6973337,1,,6973337,6973337,0,0,,6973337,0,1,28.08.2024,12.10.2024,45,Complete
M9-24005,M9-24005.9000000422,1200000331,10/4/2024,28.03/VII/MF-UGM/202,40005,FGBJIG501P6120203,JIG LEFT DUCT 3,30,1,PC,6973337,6973337,1,,6973337,6973337,0,0,,6973337,0,1,28.08.2024,12.10.2024,45,Complete
M9-24005,M9-24005.9000000422,1200000331,10/4/2024,28.03/VII/MF-UGM/202,40005,FGBJIG501P6120204,JIG LEFT DUCT 4,40,1,PC,6973337,6973337,1,,6973337,6973337,0,0,,6973337,0,1,28.08.2024,12.10.2024,45,Complete
M9-24005,M9-24005.9000000422,1200000331,10/4/2024,28.03/VII/MF-UGM/202,40005,FGBJIG501P6120205,JIG LEFT DUCT 5,50,1,PC,6973337,6973337,1,,6973337,6973337,0,0,,6973337,0,1,28.08.2024,12.10.2024,45,Complete
M9-24005,M9-24005.9000000422,1200000331,10/4/2024,28.03/VII/MF-UGM/202,40005,FGBJIG501P6120206,JIG LEFT DUCT 6,60,1,PC,6973337,6973337,1,,6973337,6973337,0,0,,6973337,0,1,28.08.2024,12.10.2024,45,Complete
M9-24005,M9-24005.9000000422,1200000331,10/4/2024,28.03/VII/MF-UGM/202,40005,FGBJIG503S2140000,JIG AC 3101,70,1,PC,6973337,6973337,1,,6973337,6973337,0,0,,6973337,0,1,28.08.2024,12.10.2024,45,Complete
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB557G14104,FRONT WINDSHIELD,50,1,PC,8500000,8500000,1,,8500000,8500000,0,1,,8500000,8500000,0,21.10.2022,16.12.2022,56,Complete
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB557G14105,SIDE WINDOW CABIN GLASS,60,1,PC,5920000,5920000,1,,5920000,5920000,0,1,,5920000,5920000,0,21.10.2022,16.12.2022,56,Complete
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB555G14112,CABIN ENTRANCE WINDOW GLASS,80,1,PC,3440000,3440000,1,,3440000,3440000,0,1,,3440000,3440000,0,21.10.2022,16.12.2022,56,Complete
M1-22017,M1-22017.4500009838,1200000189,1/19/2023,4500009838,140000,FGB52TH0777,EVAPORATOR FAN,10,1,UN,30371000,30371000,1,,30371000,30371000,0,1,,30371000,30371000,0,03.06.2022,05.10.2022,124,Complete
M0-22001,M0-22001.9000000006,1200000192,1/19/2023,001/PO.KP/I/2023,30149,21.0-M41001,Module Pertashop,10,1,UN,215315315,215315315,1,,215315315,215315315,0,1,,215315315,215315315,0,04.01.2023,28.02.2023,55,Complete
M0-22001,M0-22001.9000000006,1200000193,1/20/2023,001/PO.WAP/I/2023,30151,21.0-M41001,Module Pertashop,10,1,UN,227027027,227027027,1,,227027027,227027027,0,1,,227027027,227027027,0,17.01.2023,28.02.2023,42,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0063,ABS 063 JERUK ABU,20,1,PC,199200,199200,1,,199200,199200,0,1,,199200,199200,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0064,ABS 064 JERUK ABU,30,1,PC,235600,235600,1,,235600,235600,0,1,,235600,235600,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0067,ABS 067 JERUK ABU,40,1,PC,475000,475000,1,,475000,475000,0,1,,475000,475000,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0068,ABS 068 JERUK ABU,50,1,PC,395400,395400,1,,395400,395400,0,1,,395400,395400,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0069,ABS 069 JERUK ABU,60,1,PC,395400,395400,1,,395400,395400,0,1,,395400,395400,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0078,ABS 078 JERUK ABU,70,1,PC,214900,214900,1,,214900,214900,0,1,,214900,214900,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0079,ABS 079 JERUK ABU,80,1,PC,138100,138100,1,,138100,138100,0,1,,138100,138100,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0080,ABS 080 JERUK ABU,90,1,PC,220000,220000,1,,220000,220000,0,1,,220000,220000,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0081,ABS 081 JERUK ABU,100,1,PC,472100,472100,1,,472100,472100,0,1,,472100,472100,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0058,ABS 058 JERUK ABU,110,1,PC,269800,269800,1,,269800,269800,0,1,,269800,269800,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0082,ABS 082 JERUK ABU,120,1,PC,694400,694400,1,,694400,694400,0,1,,694400,694400,0,24.01.2023,30.01.2023,6,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0059A,ABS 059 A JERUK ABU,130,1,PC,160000,160000,1,,160000,160000,0,1,,160000,160000,0,24.01.2023,30.01.2023,6,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,CBBD-2XL1A4-A27AVB,BODY CABINET 8000/20/6.6/50/Dyn5 (Panel),10,1,UN,31077500,31077500,1,,31077500,31077500,0,1,,31077500,31077500,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,CVBD-2XL1A4-A27AV,BODY COVER 8000/20/6.6/50/Dyn5 (Panel),20,1,UN,16213000,16213000,1,,16213000,16213000,0,1,,16213000,16213000,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,TNBD-2XL1A4-A27AV,BODY TANK 8000/20/6.6/50/Dyn5 (Panel),30,1,UN,57232200,57232200,1,,57232200,57232200,0,1,,57232200,57232200,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,CVBD-1RE6A5-A32ADF,BODY COVER 2000/11/433/50/Dyn11 (Corgt),40,1,UN,4680560,4680560,1,,4680560,4680560,0,1,,4680560,4680560,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,TNBD-1RE6A5-A32ADF,BODY TANK 2000/11/433/50/Dyn11 (Corgt),50,1,UN,49051480,49051480,1,,49051480,49051480,0,1,,49051480,49051480,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,CVBD-1TE6A5-A32ADF,BODY COVER 3000/11/433/50/Dyn11 (Corgt),80,1,UN,6862180,6862180,1,,6862180,6862180,0,1,,6862180,6862180,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,TNBD-1TE6A5-A32ADF,BODY TANK 3000/11/433/50/Dyn11 (Corgt),90,1,UN,56424880,56424880,1,,56424880,56424880,0,1,,56424880,56424880,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,CBBD-1TE6A5-A32ADF,BODY CABINET 3000/11/433/50/Dyn11 (Corgt,100,1,UN,10926000,10926000,1,,10926000,10926000,0,1,,10926000,10926000,0,11.01.2023,11.01.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,CBBD-1RE6A5-A32ADF,BODY CABINET 2000/11/433/50/Dyn11 (Corgt,110,1,UN,19782900,19782900,1,,19782900,19782900,0,1,,19782900,19782900,0,11.01.2023,11.01.2023,0,Complete
M1-22033,M1-22033.4500010282,1200000285,1/17/2024,4500010282,140000,FGB52UM1257,Charge Of Switch Box,10,1,SET,3000000,3000000,1,,3000000,3000000,0,1,,3000000,3000000,0,29.12.2023,29.02.2024,62,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BA5103,Operator seat,350,2,SET,14994540,29989080,1,,14994540,14994540,1,1,,14994540,14994540,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BB0005,Meja kerja,360,2,SET,5735820,11471640,1,,5735820,5735820,1,1,,5735820,5735820,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BB0006,Meja lipat,370,2,SET,3299140,6598280,1,,3299140,3299140,1,1,,3299140,3299140,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGD8406TB101,PEMADAM KEBAKARAN OTOMATIS,740,4,PC,654588520,2618354080,1,,654588520,654588520,3,1,,654588520,654588520,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0118,Pintu Entrance/masuk Modular (RIGHT),860,2,SET,39350840,78701680,1,,39350840,39350840,1,1,,39350840,39350840,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,990,2,SET,76355920,152711840,1,,76355920,76355920,1,1,,76355920,76355920,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0119,Pintu Entrance/masuk Modular (LEFT),1190,2,SET,39350840,78701680,1,,39350840,39350840,1,1,,39350840,39350840,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AB1501P02,Ceiling panel P2,1530,2,SET,48750470,97500940,1,,48750470,48750470,1,1,,48750470,48750470,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGA52YP0314,Cable protection,1640,2,SET,29067106,58134212,1,,29067106,29067106,1,1,,29067106,29067106,0,04.09.2023,30.04.2026,969,On Progress
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ND0050,STEEL PLATE,20,1,SHT,5273100,5273100,1,,5273100,5273100,0,1,,5273100,5273100,0,22.03.2024,30.04.2024,39,Complete
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ST0120H16,STEEL PLATE,50,1,SHT,18959600,18959600,1,,18959600,18959600,0,1,,18959600,18959600,0,22.03.2024,30.04.2024,39,Complete
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ST0250H16,STEEL PLATE,70,1,SHT,39483600,39483600,1,,39483600,39483600,0,1,,39483600,39483600,0,22.03.2024,30.04.2024,39,Complete
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ST0500H16,STEEL PLATE,80,1,SHT,78984000,78984000,1,,78984000,78984000,0,1,,78984000,78984000,0,22.03.2024,30.04.2024,39,Complete
M1-23008,M1-23008.4500010199,1200000303,5/29/2024,4500010199,140000,FGB312A73003,FUEL LEVEL,10,1,SET,6519500,6519500,1,,6519500,6519500,0,1,,6519500,6519500,0,16.11.2023,28.12.2023,42,Complete
M9-24002,M9-24002.9000000425,1200000333,10/7/2024,002/GII-PO/24,20060,FGB40KA0006,FUEL DISPENSER,10,1,UN,38250000,38250000,1,,38250000,38250000,0,1,,38250000,38250000,0,06.03.2024,07.03.2024,1,Complete
M3-23002,M3-23002.9000000193,1200000336,10/9/2024,POIMST/0323/00012,140002,FGB000I11004,CONTAINER BAIDIN,10,1,UN,211934900,211934900,1,,211934900,211934900,0,1,,211934900,211934900,0,08.03.2023,07.05.2023,60,Complete
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_AU,Pembuatan CP & WI,10,1,AU,916000,916000,0,,916000,0,1,0,,916000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_AU,Pembuatan MD,20,1,AU,456094,456094,0,,456094,0,1,0,,456094,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_AU,Pembuatan PI & PT,30,1,AU,916000,916000,0,,916000,0,1,0,,916000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_AU,Pembuatan WP,40,1,AU,456000,456000,0,,456000,0,1,0,,456000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_AU,Pembuatan Tree Diagram & Flow Process,50,1,AU,456000,456000,0,,456000,0,1,0,,456000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_AU,Pembuatan Laporan Progres Pengadaan,60,1,AU,456000,456000,0,,456000,0,1,0,,456000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_AU,Pembuatan Laporan Progres Produksi,70,1,AU,456000,456000,0,,456000,0,1,0,,456000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_CAR,Pembuatan Aksesories Kereta Derek,80,2,CAR,388296000,776592000,0,,388296000,0,2,0,,388296000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,SERVICE_IMS_CAR,"Fitting Komp Interior, Eksterior, Mekani",90,2,CAR,17002000,34004000,0,,17002000,0,2,0,,17002000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,FGB50MI6016,INTERIOR & EKSTERIOR,100,2,SET,202556000,405112000,0,,202556000,0,2,0,,202556000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22009,M1-22009.4300003554,1200000163,1/9/2023,4300003554,140000,FGB50MI6019,AIR CONDITIONER TMII,110,2,SET,198352000,396704000,0,,198352000,0,2,0,,198352000,0,0,25.04.2022,31.08.2022,128,On Progress
M1-22005,M1-22005.4500009806,1200000164,1/10/2023,4500009806,140000,FGB50AA0110,Kaca Wind Shield,10,2,PC,19182000,38364000,0,,19182000,0,2,0,,19182000,0,0,04.01.2022,11.03.2022,66,On Progress
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB400G13022,FIX WINDOW GLASS,10,1,PC,2030000,2030000,0,,2030000,0,1,0,,2030000,0,0,21.10.2022,16.12.2022,56,On Progress
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB400G13023,LARGE EMERGENCY WINDOW GLASS,20,1,PC,2305000,2305000,0,,2305000,0,1,0,,2305000,0,0,21.10.2022,16.12.2022,56,On Progress
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB400G13025,TOP OPENABLE WINDOW GLASS,30,1,PC,1425000,1425000,0,,1425000,0,1,0,,1425000,0,0,21.10.2022,16.12.2022,56,On Progress
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB400G13026,BOTTOM OPENABLE WINDOW GLASS,40,1,PC,1950000,1950000,0,,1950000,0,1,0,,1950000,0,0,21.10.2022,16.12.2022,56,On Progress
M1-22002,M1-22002.4500009890,1200000166,1/10/2023,4500009890,140000,FGB561G13005,MR HOSE COUPLING FOR INTERCAR,10,2,PC,3669694,7339388,0,,3669694,0,2,0,,3669694,0,0,07.11.2022,15.12.2022,38,On Progress
M1-22002,M1-22002.4500009890,1200000166,1/10/2023,4500009890,140000,FGB561G13006,BP HOSE COUPLING FOR INTERCAR,20,2,SET,2193914,4387828,0,,2193914,0,2,0,,2193914,0,0,07.11.2022,15.12.2022,38,On Progress
M1-22002,M1-22002.4500009890,1200000166,1/10/2023,4500009890,140000,FGB561G13110,BP COUPLING,30,1,SET,1257031,1257031,0,,1257031,0,1,0,,1257031,0,0,07.11.2022,15.12.2022,38,On Progress
M1-22002,M1-22002.4500009890,1200000166,1/10/2023,4500009890,140000,FGB561G13111,MRP COUPLING,40,1,SET,2104140,2104140,0,,2104140,0,1,0,,2104140,0,0,07.11.2022,15.12.2022,38,On Progress
M1-22002,M1-22002.4500009890,1200000166,1/10/2023,4500009890,140000,FGB50AC2280,DOOR CLOSER,50,1,PC,3194952,3194952,0,,3194952,0,1,0,,3194952,0,0,07.11.2022,15.12.2022,38,On Progress
M1-22002,M1-22002.4500009890,1200000166,1/10/2023,4500009890,140000,FGB50AC2116,HOUSING BEARING IGUS,60,2,PC,1898650,3797300,0,,1898650,0,2,0,,1898650,0,0,07.11.2022,15.12.2022,38,On Progress
M3-22003,M3-22003.9000000090,1200000168,1/10/2023,POIMST/1022/00001,140002,FGB551U01107,HEAD LAMP COVER,10,1,PC,2394570,2394570,0,,2394570,0,1,0,,2394570,0,0,03.10.2022,28.11.2022,56,On Progress
M3-22003,M3-22003.9000000090,1200000168,1/10/2023,POIMST/1022/00001,140002,FGB50AA3042241,FOG LAMP COVER KIRI,20,1,PC,2080500,2080500,0,,2080500,0,1,0,,2080500,0,0,03.10.2022,28.11.2022,56,On Progress
M3-22003,M3-22003.9000000090,1200000168,1/10/2023,POIMST/1022/00001,140002,FGB50AA304224,RIGHT FOR GLASS TEMPERED GLASS 6 MM,30,1,SET,4161000,4161000,0,,4161000,0,1,0,,4161000,0,0,03.10.2022,28.11.2022,56,On Progress
M3-22003,M3-22003.9000000192,1200000172,1/12/2023,POIMST/1222/00002,140002,FGB52TE6126,Kaca Head Lamp (L),10,1,PC,602130,602130,0,,602130,0,1,0,,602130,0,0,07.12.2022,31.01.2023,55,On Progress
M2-22001,M2-22001.9000000093,1200000174,1/13/2023,303/D3/IMSS/2022,140001,FGB50AA407065,Kaca Jendela Penumpang,10,5,SET,15750000,78750000,0,,15750000,0,5,0,,15750000,0,0,06.12.2022,27.01.2023,52,On Progress
M2-22001,M2-22001.9000000094,1200000175,1/13/2023,304/D3/IMSS/2022,140001,FGB50RL13023,Kaca Emergency,10,1,UN,4462600,4462600,0,,4462600,0,1,0,,4462600,0,0,06.12.2022,13.02.2023,69,On Progress
0,0,1200000176,1/13/2023,4500009941,140000,FGB40AD0031,Battery Cooling System,10,9,SET,229392000,2064528000,0,,229392000,0,9,0,,229392000,0,0,28.12.2022,28.02.2023,62,On Progress
M9-23003,M9-23003.9000000097,1200000177,1/16/2023,PO-23000245#1,20046,CBBD-51E6A5L1-ABAV,BODY CABINET DOU 1500/11/433/50/Dyn,10,4,UN,26522400,106089600,0,,26522400,0,4,0,,26522400,0,0,14.03.2023,14.03.2023,0,On Progress
M9-23003,M9-23003.9000000097,1200000177,1/16/2023,PO-23000245#1,20046,CVBD-51E6A5L1-ABAV,BODY COVER DOU 1500/11/433/50/Dyn11,20,4,UN,15216120,60864480,0,,15216120,0,4,0,,15216120,0,0,14.03.2023,14.03.2023,0,On Progress
M9-23003,M9-23003.9000000097,1200000177,1/16/2023,PO-23000245#1,20046,TNBD-51E6A5L1-ABAV,BODY TANK DOU 1500/11/433/50/Dyn11,30,4,UN,45301600,181206400,0,,45301600,0,4,0,,45301600,0,0,14.03.2023,14.03.2023,0,On Progress
M9-23003,M9-23003.9000000097,1200000177,1/16/2023,PO-23000245#1,20046,CVBD-1NE7A5-ABAA,BODY COVER DOU 800/6.3/400/50/Dyn11 (Co,40,1,UN,2109260,2109260,0,,2109260,0,1,0,,2109260,0,0,14.03.2023,14.03.2023,0,On Progress
M9-23003,M9-23003.9000000097,1200000177,1/16/2023,PO-23000245#1,20046,TNBD-1NE7A5,"BODY TANK DOU 800/6,3/400/50/Dyn11",50,1,UN,5529380,5529380,0,,5529380,0,1,0,,5529380,0,0,14.03.2023,14.03.2023,0,On Progress
M9-22007,M9-22007.9000000098,1200000181,1/17/2023,PO-22004468#1,20046,CVBD-EW221A5-A,BODY COVER 6300/11/Dyn11(Panel)Consv+Buc,10,2,UN,41526050,83052100,0,,41526050,0,2,0,,41526050,0,0,01.09.2022,25.11.2022,85,On Progress
M9-22007,M9-22007.9000000098,1200000181,1/17/2023,PO-22004468#1,20046,TNBD-EW221A5-A,BODY TANK 6300/11/Dyn11(Panel)Consv+Buch,20,2,UN,139523250,279046500,0,,139523250,0,2,0,,139523250,0,0,01.09.2022,25.11.2022,85,On Progress
M9-22007,M9-22007.9000000098,1200000181,1/17/2023,PO-22004468#1,20046,CVBD-2UD3A5-A3,BODY COVER 4000/20/6.3/50/Dyn11 (Panel),30,1,UN,8792375,8792375,0,,8792375,0,1,0,,8792375,0,0,01.09.2022,25.11.2022,85,On Progress
M9-22007,M9-22007.9000000098,1200000181,1/17/2023,PO-22004468#1,20046,TNBD-2UD3A5,BODY TANK 4000/20/6.3/50/Dyn11 (Panel) P,40,1,UN,68041125,68041125,0,,68041125,0,1,0,,68041125,0,0,01.09.2022,25.11.2022,85,On Progress
M9-22007,M9-22007.9000000100,1200000182,1/17/2023,PO-22005121#1,20046,CVBD-839233A3-A,BODY COVER 3250/13.8/800/60/Dyn1,10,1,UN,5253560,5253560,0,,5253560,0,1,0,,5253560,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000100,1200000182,1/17/2023,PO-22005121#1,20046,TNBD-839233A3-A,BODY TANK 3250/13.8/800/60/Dyn1,20,1,UN,18205480,18205480,0,,18205480,0,1,0,,18205480,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000100,1200000182,1/17/2023,PO-22005121#1,20046,CVBD-836232A3-A,BODY COVER 2000/4.16/800/60/Dyn1,30,1,UN,3042560,3042560,0,,3042560,0,1,0,,3042560,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000100,1200000182,1/17/2023,PO-22005121#1,20046,TNBD-836232A3-A,BODY TANK 2000/4.16/800/60/Dyn1,40,1,UN,13307480,13307480,0,,13307480,0,1,0,,13307480,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000100,1200000182,1/17/2023,PO-22005121#1,20046,CVBD-C3NA7A6-O,BODY COVER 800/20/400/50/YNyn0 + ISD,50,1,UN,1505680,1505680,0,,1505680,0,1,0,,1505680,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000100,1200000182,1/17/2023,PO-22005121#1,20046,TNBD-C3NA7A4,"BODY TANKI 800/20/400/50/Dyn5 + ISD, 5 T",60,1,UN,11759880,11759880,0,,11759880,0,1,0,,11759880,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000101,1200000183,1/17/2023,PO-22005122#1,20046,TNBD-C3LA7A4-B,"BODY TANK 630/20/400/50/Dyn5 +, ISD",10,2,UN,11715160,23430320,0,,11715160,0,2,0,,11715160,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000101,1200000183,1/17/2023,PO-22005122#1,20046,CVBD-C3LA7A4-OB,BODY COVER 630/20/400/50/Dyn5 + ISD,20,2,UN,2495620,4991240,0,,2495620,0,2,0,,2495620,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000102,1200000184,1/17/2023,PO-22005343#1,20046,CBBD-M35A8A3-A,BODY CABINET 1600/6.6/400/50/Dyn11 (Corg,10,1,UN,7104000,7104000,0,,7104000,0,1,0,,7104000,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000102,1200000184,1/17/2023,PO-22005343#1,20046,CVBD-C3YA7A41,BODY COVER 3150/20/400/50/Dyn5+ISO,40,3,UN,18100680,54302040,0,,18100680,0,3,0,,18100680,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000102,1200000184,1/17/2023,PO-22005343#1,20046,TNBD-C3YA7A41,BODY TANKI 3150/20/400/50/DynS,50,3,UN,55490040,166470120,0,,55490040,0,3,0,,55490040,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000102,1200000184,1/17/2023,PO-22005343#1,20046,CVBD-1QF1A5-A1,BODY COVER 1600/6.6/400/50/Dyn11,60,1,UN,3558130,3558130,0,,3558130,0,1,0,,3558130,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000102,1200000184,1/17/2023,PO-22005343#1,20046,TNBD-1QF1AS-A1,BODY TANK 1600/6.6/400/50/Dyn 11 (Corgt),70,1,UN,9731860,9731860,0,,9731860,0,1,0,,9731860,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000102,1200000184,1/17/2023,PO-22005343#1,20046,CVB0-1SF1A5-A11,BODY COVER 2500/6.6/400/50/Dyn11,80,4,UN,20526240,82104960,0,,20526240,0,4,0,,20526240,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000102,1200000184,1/17/2023,PO-22005343#1,20046,TNBD-1SF1A5-AH,BODY TANK 2500/6.6/400/50/Dyn11,90,4,UN,61053920,244215680,0,,61053920,0,4,0,,61053920,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000103,1200000185,1/17/2023,PO-22005433#2,20046,CVBD-C3OA7A41-,BODY COVER 1000/20/400/50/Dyn5 + ISD +,10,2,UN,2693920,5387840,0,,2693920,0,2,0,,2693920,0,0,11.01.2023,11.01.2023,0,On Progress
0,0,1200000185,1/17/2023,PO-22005433#2,20046,TNBD-C3OA7A41,"BODY TANKI 1000/20/400/50/Dyn5 + ISD,",20,2,UN,14169760,28339520,0,,14169760,0,2,0,,14169760,0,0,11.01.2023,11.01.2023,0,On Progress
M9-22007,M9-22007.9000000103,1200000185,1/17/2023,PO-22005433#2,20046,TNBD-C3OA7A4,"BODY TANKI 1000/20/400/50/Dyn5 + ISD,",30,2,UN,15732760,31465520,0,,15732760,0,2,0,,15732760,0,0,11.01.2023,11.01.2023,0,On Progress
